	cik	gvkey	year	sic_list
	67279 	7481 	1998 	['382']
	910108 	29052 	1999 	['679']
	910108 	29052 	1998 	['679']
	907687 	28678 	1999 	['367']
	907687 	28678 	1998 	['367']
	29989 	4066 	1999 	['731']
	29989 	4066 	1998 	['731']
	931015 	14311 	1999 	['379']
	931015 	14311 	1998 	['379']
	945093 	60901 	1999 	['737']
	945093 	60901 	1998 	['737']
	930548 	31858 	1999 	['679']
	930548 	31858 	1998 	['679']
	907471 	28866 	1999 	['603']
	907471 	28866 	1998 	['603']
	1012616 	61227 	1998 	['603']
	935063 	4065 	1999 	['603']
	935063 	4065 	1998 	['603']
	930542 	31045 	1998 	['366']
	1042418 	65703 	1999 	['873']
	1046257 	66016 	1999 	['204']
	355622 	9298 	1999 	['581']
	355622 	9298 	1998 	['581']
	887226 	25676 	1999 	['382']
	887226 	25676 	1998 	['382']
	355999 	10981 	1999 	['511']
	355999 	10981 	1998 	['511']
	1019737 	63724 	1999 	['874']
	1019737 	63724 	1998 	['874']
	1007587 	62549 	1999 	['381']
	1007587 	62549 	1998 	['381']
	874388 	24185 	1999 	['384']
	874388 	24185 	1998 	['384']
	724533 	12070 	1999 	['679']
	724533 	12070 	1998 	['679']
	277928 	10286 	1999 	['361']
	277928 	10286 	1998 	['361']
	945437 	60939 	1999 	['736']
	945437 	60939 	1998 	['736']
	918027 	29934 	1999 	['376']
	918027 	29934 	1998 	['376']
	1046099 	65927 	1999 	['679']
	1141496 	61795 	1999 	['421']
	1141496 	61795 	1998 	['421']
	34645 	24846 	1998 	['355']
	913032 	29342 	1999 	['209']
	913032 	29342 	1998 	['209']
	35733 	18221 	1999 	['631']
	35733 	18221 	1998 	['631']
	912030 	29265 	1999 	['679']
	912030 	29265 	1998 	['679']
	867058 	29095 	1999 	['737']
	867058 	29095 	1998 	['737']
	1037115 	64918 	1999 	['382']
	1011582 	62913 	1999 	['283']
	1011582 	62913 	1998 	['283']
	859475 	26015 	1999 	['367']
	859475 	26015 	1998 	['367']
	811211 	21423 	1999 	['602']
	811211 	21423 	1998 	['602']
	93736 	10033 	1999 	['232']
	93736 	10033 	1998 	['232']
	811212 	13794 	1999 	['382']
	811212 	13794 	1998 	['382']
	1026214 	15208 	1999 	['611']
	1026214 	15208 	1998 	['611']
	862480 	22205 	1999 	['314']
	862480 	22205 	1998 	['314']
	886158 	25338 	1999 	['571']
	886158 	25338 	1998 	['571']
	700945 	5174 	1999 	['384']
	700945 	5174 	1998 	['384']
	816956 	13623 	1999 	['384']
	816956 	13623 	1998 	['384']
	66479 	7409 	1999 	['382']
	66479 	7409 	1998 	['382']
	67472 	7506 	1999 	['367']
	67472 	7506 	1998 	['367']
	1046327 	65899 	1999 	['737']
	712534 	16845 	1999 	['602']
	712534 	16845 	1998 	['602']
	712537 	18241 	1999 	['602']
	712537 	18241 	1998 	['602']
	916545 	30008 	1999 	['358']
	916545 	30008 	1998 	['358']
	924168 	30614 	1999 	['364']
	924168 	30614 	1998 	['364']
	842162 	16477 	1998 	['253']
	872867 	23950 	1999 	['514']
	872867 	23950 	1998 	['514']
	100790 	10857 	1998 	['286']
	1000736 	31549 	1999 	['591']
	1000736 	31549 	1998 	['591']
	1023131 	64162 	1999 	['873']
	1060558 	17049 	1999 	['602']
	1060558 	17049 	1998 	['602']
	217591 	11641 	1998 	['735']
	883977 	25099 	1999 	['731']
	883977 	25099 	1998 	['731']
	1125536 	4477 	1999 	['737']
	1125536 	4477 	1998 	['737']
	708818 	8858 	1999 	['737']
	708818 	8858 	1998 	['737']
	1122211 	17243 	1999 	['633']
	1122211 	17243 	1998 	['633']
	1402436 	62965 	1999 	['737']
	1402436 	62965 	1998 	['737']
	707179 	17095 	1999 	['602']
	707179 	17095 	1998 	['602']
	776901 	16889 	1999 	['602']
	776901 	16889 	1998 	['602']
	861875 	23819 	1999 	['735']
	861875 	23819 	1998 	['801']
	861878 	63527 	1998 	['495']
	949961 	12956 	1999 	['679']
	949961 	12956 	1998 	['679']
	109177 	11670 	1999 	['207']
	881890 	24888 	1999 	['384']
	881890 	24888 	1998 	['384']
	901219 	29312 	1999 	['283']
	901219 	29312 	1998 	['283']
	770403 	63644 	1999 	['357']
	770403 	63644 	1998 	['357']
	1010612 	62732 	1999 	['737']
	1010612 	62732 	1998 	['737']
	925548 	30598 	1999 	['346']
	925548 	30598 	1998 	['346']
	858877 	20779 	1999 	['357']
	858877 	20779 	1998 	['357']
	925544 	30782 	1998 	['594']
	881524 	30007 	1999 	['283']
	881524 	30007 	1998 	['283']
	908179 	29107 	1999 	['202']
	908179 	29107 	1998 	['202']
	1462223 	63059 	1999 	['512']
	1004740 	61832 	1999 	['602']
	1004740 	61832 	1998 	['602']
	929454 	61941 	1999 	['679']
	929454 	61941 	1998 	['679']
	929452 	30861 	1999 	['421']
	929452 	30861 	1998 	['421']
	1402057 	28320 	1999 	['596']
	1402057 	28320 	1998 	['596']
	796226 	12450 	1998 	['233']
	737468 	19873 	1999 	['602']
	737468 	19873 	1998 	['602']
	919869 	61921 	1999 	['474']
	919869 	61921 	1998 	['474']
	870826 	24234 	1999 	['596']
	870826 	24234 	1998 	['596']
	895663 	27816 	1999 	['138']
	895663 	27816 	1998 	['138']
	888793 	29339 	1998 	['738']
	842695 	17366 	1999 	['357']
	842695 	17366 	1998 	['357']
	934538 	31739 	1999 	['603']
	934538 	31739 	1998 	['603']
	912295 	29276 	1998 	['783']
	27096 	3786 	1999 	['384']
	27096 	3786 	1998 	['384']
	27093 	3785 	1999 	['357']
	27093 	3785 	1998 	['357']
	21828 	3184 	1999 	['507']
	21828 	3184 	1998 	['507']
	897795 	28333 	1999 	['399']
	897795 	28333 	1998 	['399']
	1422862 	8423 	1998 	['356']
	65596 	7315 	1999 	['621']
	65596 	7315 	1998 	['621']
	877273 	24419 	1999 	['302']
	877273 	24419 	1998 	['302']
	1006424 	62755 	1999 	['603']
	1006424 	62755 	1998 	['603']
	857470 	20889 	1999 	['737']
	857470 	20889 	1998 	['386']
	870760 	23769 	1999 	['581']
	870760 	23769 	1998 	['581']
	780053 	13124 	1999 	['679']
	780053 	13124 	1998 	['679']
	813347 	13369 	1998 	['369']
	1005501 	29507 	1999 	['602']
	1005501 	29507 	1998 	['602']
	890152 	26026 	1998 	['808']
	1003950 	61903 	1999 	['357']
	1003950 	61903 	1998 	['357']
	842183 	15111 	1999 	['679']
	842183 	15111 	1998 	['679']
	1005507 	30215 	1999 	['603']
	1005507 	30215 	1998 	['603']
	1005508 	62670 	1999 	['603']
	1005508 	62670 	1998 	['603']
	855658 	16597 	1999 	['367']
	855658 	16597 	1998 	['367']
	1038205 	65106 	1999 	['602']
	896493 	64163 	1999 	['367']
	896493 	64163 	1998 	['367']
	52988 	6216 	1999 	['162']
	52988 	6216 	1998 	['162']
	764579 	11805 	1999 	['384']
	764579 	11805 	1998 	['384']
	855654 	17101 	1999 	['283']
	855654 	17101 	1998 	['283']
	947484 	61302 	1999 	['633']
	947484 	61302 	1998 	['633']
	914670 	29669 	1999 	['874']
	914670 	29669 	1998 	['874']
	1045934 	30855 	1998 	['603']
	949953 	61688 	1999 	['602']
	949953 	61688 	1998 	['602']
	879554 	24671 	1999 	['581']
	879554 	24671 	1998 	['581']
	1008946 	63894 	1999 	['737']
	1008946 	63894 	1998 	['737']
	2589 	1154 	1999 	['871']
	2589 	1154 	1998 	['871']
	923680 	30740 	1999 	['679']
	923680 	30740 	1998 	['679']
	772263 	2113 	1999 	['233']
	772263 	2113 	1998 	['233']
	910073 	29282 	1999 	['603']
	910073 	29282 	1998 	['603']
	928658 	30877 	1999 	['421']
	928658 	30877 	1998 	['421']
	928659 	31234 	1999 	['481']
	928659 	31234 	1998 	['481']
	884318 	25212 	1998 	['482']
	854691 	25523 	1998 	['283']
	1057437 	31254 	1998 	['602']
	831547 	63650 	1999 	['283']
	831547 	63650 	1998 	['283']
	936528 	17145 	1999 	['603']
	936528 	17145 	1998 	['603']
	821189 	16478 	1999 	['131']
	821189 	16478 	1998 	['131']
	350907 	10550 	1999 	['384']
	350907 	10550 	1998 	['384']
	6292 	1634 	1999 	['737']
	6292 	1634 	1998 	['737']
	714540 	6886 	1998 	['737']
	754128 	2060 	1999 	['737']
	754128 	2060 	1998 	['737']
	943580 	61398 	1999 	['382']
	943580 	61398 	1998 	['382']
	745113 	5757 	1999 	['131']
	935493 	31578 	1999 	['366']
	935493 	31578 	1998 	['366']
	743988 	22325 	1999 	['367']
	743988 	22325 	1998 	['367']
	1548621 	7761 	1999 	['581']
	1548621 	7761 	1998 	['581']
	720145 	3048 	1999 	['357']
	720145 	3048 	1998 	['357']
	62362 	7034 	1999 	['679']
	62362 	7034 	1998 	['679']
	54473 	6333 	1999 	['631']
	54473 	6333 	1998 	['631']
	37472 	4771 	1999 	['251']
	37472 	4771 	1998 	['251']
	891288 	25906 	1999 	['283']
	891288 	25906 	1998 	['283']
	934550 	31483 	1999 	['355']
	934550 	31483 	1998 	['355']
	52617 	18928 	1999 	['602']
	52617 	18928 	1998 	['602']
	775662 	21595 	1999 	['602']
	775662 	21595 	1998 	['602']
	905724 	28585 	1998 	['737']
	1415022 	17148 	1999 	['603']
	1415022 	17148 	1998 	['603']
	905722 	28528 	1998 	['331']
	891284 	26078 	1998 	['602']
	895677 	27927 	1999 	['873']
	895677 	27927 	1998 	['873']
	727273 	12964 	1999 	['72']
	727273 	12964 	1998 	['72']
	1076394 	16785 	1999 	['602']
	1076394 	16785 	1998 	['602']
	799089 	12587 	1999 	['737']
	799089 	12587 	1998 	['737']
	799088 	12669 	1998 	['783']
	865570 	24436 	1999 	['737']
	865570 	24436 	1998 	['737']
	56978 	6509 	1998 	['355']
	1013351 	63246 	1999 	['283']
	1013351 	63246 	1998 	['283']
	928753 	30688 	1999 	['737']
	928753 	30688 	1998 	['737']
	790071 	16813 	1998 	['999']
	1005230 	62167 	1999 	['357']
	1005230 	62167 	1998 	['357']
	855906 	61592 	1999 	['367']
	855906 	61592 	1998 	['367']
	1011699 	63815 	1999 	['679']
	1011699 	63815 	1998 	['679']
	818008 	13693 	1999 	['596']
	818008 	13693 	1998 	['596']
	317551 	5626 	1999 	['286']
	317551 	5626 	1998 	['286']
	891024 	25880 	1999 	['504']
	891024 	25880 	1998 	['504']
	87196 	9455 	1999 	['753']
	87196 	9455 	1998 	['753']
	203248 	9867 	1999 	['492']
	203248 	9867 	1998 	['492']
	895051 	63030 	1999 	['283']
	895051 	63030 	1998 	['283']
	875320 	24344 	1999 	['283']
	875320 	24344 	1998 	['283']
	846909 	15354 	1998 	['357']
	818074 	13645 	1999 	['506']
	818074 	13645 	1998 	['506']
	820907 	16985 	1999 	['603']
	820907 	16985 	1998 	['603']
	39648 	4936 	1999 	['720']
	39648 	4936 	1998 	['721']
	722573 	7133 	1998 	['632']
	708484 	1244 	1999 	['287']
	708484 	1244 	1998 	['287']
	895456 	27776 	1999 	['314']
	895456 	27776 	1998 	['314']
	1022080 	63898 	1999 	['737']
	880242 	24797 	1998 	['735']
	1013238 	63081 	1999 	['384']
	1013238 	63081 	1998 	['384']
	90185 	9699 	1999 	['283']
	90185 	9699 	1998 	['283']
	884130 	25181 	1999 	['251']
	884130 	25181 	1998 	['251']
	728303 	3129 	1999 	['501']
	728303 	3129 	1998 	['501']
	917126 	29818 	1999 	['581']
	917126 	29818 	1998 	['581']
	11199 	2154 	1999 	['267']
	11199 	2154 	1998 	['267']
	756680 	12289 	1998 	['399']
	1029407 	29550 	1999 	['603']
	1029407 	29550 	1998 	['603']
	102109 	11027 	1999 	['506']
	102109 	11027 	1998 	['506']
	790715 	12234 	1999 	['367']
	790715 	12234 	1998 	['367']
	1015739 	63454 	1999 	['737']
	1015739 	63454 	1998 	['737']
	797448 	25976 	1999 	['737']
	797448 	25976 	1998 	['737']
	1022693 	64153 	1999 	['357']
	721237 	12855 	1999 	['835']
	721237 	12855 	1998 	['835']
	768262 	24409 	1999 	['737']
	768262 	24409 	1998 	['737']
	800459 	12788 	1999 	['365']
	800459 	12788 	1998 	['365']
	837290 	14923 	1999 	['131']
	837290 	14923 	1998 	['131']
	1031203 	65718 	1999 	['551']
	810113 	13572 	1999 	['442']
	810113 	13572 	1998 	['442']
	104897 	11302 	1999 	['354']
	104897 	11302 	1998 	['354']
	104894 	11301 	1999 	['679']
	104894 	11301 	1998 	['679']
	865231 	27747 	1999 	['283']
	865231 	27747 	1998 	['283']
	840216 	20237 	1999 	['153']
	840216 	20237 	1998 	['153']
	1017712 	63621 	1999 	['569']
	1045445 	65725 	1999 	['737']
	893538 	26013 	1999 	['131']
	893538 	26013 	1998 	['131']
	892822 	27784 	1999 	['283']
	892822 	27784 	1998 	['283']
	809246 	30925 	1999 	['421']
	809246 	30925 	1998 	['421']
	1031029 	64942 	1999 	['738']
	351298 	5404 	1999 	['367']
	351298 	5404 	1998 	['367']
	729922 	12180 	1999 	['283']
	729922 	12180 	1998 	['283']
	30828 	4128 	1999 	['366']
	30828 	4128 	1998 	['366']
	752692 	7416 	1999 	['357']
	752692 	7416 	1998 	['357']
	916907 	30055 	1999 	['603']
	916907 	30055 	1998 	['603']
	3133 	1619 	1999 	['602']
	3133 	1619 	1998 	['602']
	892222 	61192 	1999 	['208']
	892222 	61192 	1998 	['208']
	316206 	5723 	1999 	['701']
	316206 	5723 	1998 	['679']
	1012620 	63123 	1999 	['401']
	1012620 	63123 	1998 	['401']
	41719 	5179 	1999 	['262']
	41719 	5179 	1998 	['262']
	31660 	4223 	1999 	['369']
	31660 	4223 	1998 	['369']
	873198 	62995 	1998 	['384']
	79326 	8657 	1998 	['386']
	906408 	28706 	1999 	['679']
	906408 	28706 	1998 	['679']
	747605 	7576 	1999 	['366']
	747605 	7576 	1998 	['366']
	1047335 	7741 	1999 	['805']
	1047335 	7741 	1998 	['805']
	805730 	12955 	1999 	['679']
	805730 	12955 	1998 	['679']
	765880 	13125 	1999 	['679']
	765880 	13125 	1998 	['679']
	910620 	29022 	1999 	['521']
	910620 	29022 	1998 	['521']
	1063761 	29389 	1999 	['679']
	1063761 	29389 	1998 	['679']
	94887 	10109 	1999 	['314']
	94887 	10109 	1998 	['314']
	883241 	24975 	1999 	['737']
	883241 	24975 	1998 	['737']
	1000301 	61777 	1998 	['603']
	940942 	62378 	1999 	['473']
	940942 	62378 	1998 	['473']
	892535 	28471 	1999 	['679']
	892535 	28471 	1998 	['679']
	863015 	25314 	1999 	['799']
	863015 	25314 	1998 	['799']
	1015293 	63607 	1999 	['131']
	1015293 	63607 	1998 	['131']
	356708 	18439 	1999 	['602']
	356708 	18439 	1998 	['602']
	1051512 	10411 	1999 	['481']
	1051512 	10411 	1998 	['481']
	216983 	9071 	1998 	['356']
	73773 	8047 	1999 	['382']
	73773 	8047 	1998 	['382']
	814586 	15087 	1999 	['202']
	785786 	12945 	1999 	['367']
	785786 	12945 	1998 	['367']
	852807 	20021 	1999 	['799']
	852807 	20021 	1998 	['799']
	814580 	13503 	1999 	['519']
	814580 	13503 	1998 	['519']
	767920 	23943 	1999 	['367']
	767920 	23943 	1998 	['367']
	705671 	19156 	1999 	['602']
	705671 	19156 	1998 	['602']
	916298 	30151 	1998 	['581']
	823768 	14477 	1999 	['495']
	823768 	14477 	1998 	['495']
	851310 	31843 	1999 	['366']
	851310 	31843 	1998 	['366']
	935497 	21959 	1999 	['737']
	935497 	21959 	1998 	['737']
	935494 	31607 	1999 	['737']
	935494 	31607 	1998 	['737']
	826083 	14489 	1999 	['357']
	826083 	14489 	1998 	['357']
	832988 	15520 	1999 	['594']
	832988 	15520 	1998 	['594']
	1047202 	63196 	1999 	['733']
	1047202 	63196 	1998 	['733']
	1019695 	63789 	1999 	['283']
	1019695 	63789 	1998 	['283']
	833298 	30546 	1999 	['283']
	833298 	30546 	1998 	['283']
	916614 	29826 	1998 	['283']
	844161 	24096 	1999 	['679']
	844161 	24096 	1998 	['679']
	72971 	8007 	1999 	['602']
	72971 	8007 	1998 	['602']
	813808 	17142 	1999 	['602']
	813808 	17142 	1998 	['602']
	887497 	25623 	1999 	['283']
	887497 	25623 	1998 	['283']
	912752 	60800 	1999 	['483']
	912752 	60800 	1998 	['483']
	318771 	5020 	1999 	['283']
	318771 	5020 	1998 	['283']
	912750 	29173 	1999 	['131']
	912750 	29173 	1998 	['131']
	72573 	7951 	1999 	['387']
	72573 	7951 	1998 	['387']
	1019272 	63698 	1999 	['505']
	1019272 	63698 	1998 	['999']
	861461 	16573 	1998 	['602']
	863894 	22817 	1999 	['306']
	863894 	22817 	1998 	['306']
	917251 	30067 	1999 	['679']
	917251 	30067 	1998 	['679']
	811532 	13710 	1999 	['799']
	811532 	13710 	1998 	['799']
	701974 	21291 	1998 	['251']
	881790 	25140 	1999 	['603']
	881790 	25140 	1998 	['603']
	1023128 	64175 	1999 	['550']
	1023128 	64175 	1998 	['551']
	903571 	20488 	1999 	['104']
	903571 	20488 	1998 	['104']
	863893 	22619 	1998 	['356']
	894871 	64014 	1998 	['384']
	1016831 	63606 	1999 	['737']
	1016831 	63606 	1998 	['737']
	1093672 	16989 	1999 	['602']
	1093672 	16989 	1998 	['602']
	949956 	61401 	1999 	['737']
	949956 	61401 	1998 	['737']
	825692 	25777 	1999 	['263']
	825692 	25777 	1998 	['263']
	887568 	25579 	1999 	['384']
	887568 	25579 	1998 	['384']
	92230 	11856 	1999 	['602']
	92230 	11856 	1998 	['602']
	66029 	7370 	1999 	['444']
	66029 	7370 	1998 	['444']
	354562 	28970 	1999 	['602']
	354562 	28970 	1998 	['602']
	714710 	16791 	1999 	['602']
	714710 	16791 	1998 	['602']
	928911 	25719 	1999 	['602']
	928911 	25719 	1998 	['602']
	714719 	18234 	1999 	['602']
	714719 	18234 	1998 	['602']
	744187 	1864 	1999 	['573']
	744187 	1864 	1998 	['573']
	922521 	30398 	1999 	['357']
	922521 	30398 	1998 	['357']
	933098 	65134 	1999 	['581']
	869554 	29396 	1998 	['366']
	721447 	11930 	1999 	['284']
	721447 	11930 	1998 	['284']
	818674 	13840 	1998 	['481']
	29534 	4016 	1999 	['533']
	29534 	4016 	1998 	['533']
	96021 	10247 	1999 	['514']
	96021 	10247 	1998 	['514']
	1238631 	24224 	1998 	['809']
	70578 	13351 	1999 	['331']
	70578 	13351 	1998 	['331']
	721683 	10631 	1999 	['738']
	721683 	10631 	1998 	['738']
	888781 	26582 	1998 	['501']
	825324 	22543 	1999 	['581']
	825324 	22543 	1998 	['581']
	931707 	31150 	1999 	['621']
	931707 	31150 	1998 	['621']
	1038368 	65015 	1999 	['344']
	65100 	7267 	1999 	['621']
	65100 	7267 	1998 	['621']
	916457 	63605 	1998 	['499']
	1005758 	62304 	1998 	['737']
	807707 	13354 	1999 	['506']
	807707 	13354 	1998 	['506']
	61138 	6908 	1998 	['289']
	918581 	29900 	1999 	['737']
	918581 	29900 	1998 	['737']
	749290 	10244 	1999 	['286']
	749290 	10244 	1998 	['286']
	948640 	61246 	1998 	['365']
	56701 	6497 	1999 	['365']
	56701 	6497 	1998 	['365']
	791050 	12183 	1998 	['738']
	277135 	5256 	1999 	['500']
	277135 	5256 	1998 	['500']
	921506 	63996 	1999 	['283']
	921506 	63996 	1998 	['283']
	917823 	29883 	1999 	['737']
	917823 	29883 	1998 	['737']
	921500 	30310 	1999 	['275']
	921500 	30310 	1998 	['275']
	736035 	19954 	1999 	['653']
	736035 	19954 	1998 	['653']
	85535 	9273 	1999 	['679']
	85535 	9273 	1998 	['679']
	12180 	2215 	1998 	['356']
	105132 	11234 	1999 	['289']
	105132 	11234 	1998 	['289']
	1010086 	65376 	1999 	['283']
	745614 	22751 	1999 	['602']
	745614 	22751 	1998 	['602']
	51644 	6136 	1999 	['731']
	51644 	6136 	1998 	['731']
	859139 	21061 	1999 	['631']
	859139 	21061 	1998 	['631']
	96116 	10312 	1999 	['252']
	96116 	10312 	1998 	['252']
	354639 	10520 	1999 	['653']
	354639 	10520 	1998 	['653']
	56362 	6471 	1999 	['254']
	56362 	6471 	1998 	['254']
	927133 	30760 	1999 	['737']
	927133 	30760 	1998 	['737']
	921614 	30252 	1998 	['514']
	1035826 	65170 	1999 	['603']
	46601 	5564 	1998 	['571']
	874866 	24225 	1999 	['641']
	874866 	24225 	1998 	['641']
	98222 	10565 	1999 	['440']
	98222 	10565 	1998 	['449']
	919583 	61753 	1999 	['366']
	919583 	61753 	1998 	['366']
	880115 	28296 	1999 	['131']
	880115 	28296 	1998 	['131']
	802356 	13163 	1999 	['284']
	802356 	13163 	1998 	['284']
	880117 	24755 	1999 	['206']
	880117 	24755 	1998 	['206']
	923120 	30463 	1999 	['374']
	923120 	30463 	1998 	['374']
	1041368 	29061 	1999 	['603']
	1041368 	29061 	1998 	['603']
	2135 	30697 	1999 	['737']
	2135 	30697 	1998 	['737']
	915358 	29698 	1999 	['367']
	915358 	29698 	1998 	['367']
	714530 	16910 	1999 	['602']
	714530 	16910 	1998 	['602']
	1009395 	62822 	1999 	['365']
	1010397 	62728 	1999 	['384']
	1010397 	62728 	1998 	['384']
	806279 	17715 	1999 	['602']
	801558 	13201 	1999 	['421']
	801558 	13201 	1998 	['421']
	810876 	13219 	1999 	['358']
	810876 	13219 	1998 	['358']
	69733 	7696 	1999 	['581']
	69733 	7696 	1998 	['581']
	98537 	10597 	1999 	['373']
	98537 	10597 	1998 	['373']
	834285 	18040 	1999 	['602']
	834285 	18040 	1998 	['602']
	915508 	61558 	1999 	['737']
	915508 	61558 	1998 	['737']
	885546 	25353 	1998 	['561']
	1091748 	15364 	1999 	['633']
	1091748 	15364 	1998 	['633']
	48638 	5726 	1998 	['273']
	1028215 	64848 	1999 	['286']
	105668 	11366 	1999 	['581']
	105668 	11366 	1998 	['581']
	891106 	19538 	1999 	['603']
	891106 	19538 	1998 	['603']
	817473 	65345 	1999 	['628']
	49728 	5831 	1999 	['367']
	49728 	5831 	1998 	['367']
	925741 	63979 	1999 	['738']
	864509 	22797 	1999 	['738']
	864509 	22797 	1998 	['738']
	944400 	60916 	1999 	['481']
	944400 	60916 	1998 	['481']
	879123 	24621 	1999 	['565']
	879123 	24621 	1998 	['565']
	915912 	29875 	1999 	['679']
	915912 	29875 	1998 	['679']
	810589 	16664 	1998 	['603']
	727207 	21118 	1999 	['737']
	885322 	25570 	1999 	['603']
	885322 	25570 	1998 	['603']
	1013322 	63328 	1999 	['737']
	1013322 	63328 	1998 	['737']
	1028461 	64639 	1999 	['737']
	821995 	14597 	1999 	['283']
	821995 	14597 	1998 	['283']
	70530 	7772 	1999 	['367']
	70530 	7772 	1998 	['367']
	1010552 	62730 	1999 	['366']
	1010552 	62730 	1998 	['366']
	894268 	62709 	1999 	['366']
	894268 	62709 	1998 	['366']
	857907 	24976 	1999 	['603']
	857907 	24976 	1998 	['603']
	743884 	6924 	1999 	['283']
	743884 	6924 	1998 	['283']
	310979 	2007 	1999 	['602']
	310979 	2007 	1998 	['602']
	701374 	10567 	1999 	['799']
	701374 	10567 	1998 	['799']
	916230 	30720 	1999 	['738']
	916230 	30720 	1998 	['738']
	914027 	29436 	1999 	['357']
	914027 	29436 	1998 	['357']
	914024 	29353 	1999 	['349']
	914024 	29353 	1998 	['349']
	914025 	8633 	1999 	['366']
	914025 	8633 	1998 	['366']
	875357 	24447 	1999 	['602']
	875357 	24447 	1998 	['602']
	875354 	24375 	1999 	['519']
	875354 	24375 	1998 	['519']
	33325 	4434 	1999 	['131']
	33325 	4434 	1998 	['131']
	931148 	61153 	1999 	['362']
	931148 	61153 	1998 	['362']
	800286 	12658 	1999 	['504']
	800286 	12658 	1998 	['504']
	904080 	28564 	1999 	['131']
	904080 	28564 	1998 	['131']
	930420 	61179 	1999 	['736']
	930420 	61179 	1998 	['736']
	854222 	20983 	1999 	['283']
	854222 	20983 	1998 	['283']
	1013033 	63955 	1998 	['737']
	313478 	5475 	1999 	['131']
	313478 	5475 	1998 	['131']
	768899 	22207 	1999 	['736']
	768899 	22207 	1998 	['736']
	768892 	19557 	1999 	['632']
	768892 	19557 	1998 	['632']
	719483 	10237 	1998 	['283']
	764960 	61481 	1999 	['591']
	764960 	61481 	1998 	['591']
	829549 	14836 	1999 	['283']
	829549 	14836 	1998 	['283']
	884940 	25186 	1998 	['565']
	871763 	14370 	1999 	['736']
	871763 	14370 	1998 	['736']
	884124 	25202 	1999 	['221']
	884124 	25202 	1998 	['221']
	727510 	4409 	1999 	['283']
	727510 	4409 	1998 	['283']
	1042893 	65671 	1999 	['353']
	768251 	14324 	1999 	['367']
	768251 	14324 	1998 	['367']
	37914 	4830 	1999 	['541']
	37914 	4830 	1998 	['541']
	40704 	5071 	1999 	['204']
	40704 	5071 	1998 	['204']
	840467 	15106 	1999 	['382']
	840467 	15106 	1998 	['382']
	78536 	12277 	1999 	['738']
	78536 	12277 	1998 	['738']
	37912 	4828 	1998 	['541']
	800460 	12677 	1999 	['367']
	800460 	12677 	1998 	['367']
	882873 	62954 	1999 	['384']
	882873 	62954 	1998 	['384']
	790703 	12171 	1999 	['504']
	790703 	12171 	1998 	['504']
	824068 	22308 	1999 	['384']
	824068 	22308 	1998 	['384']
	845289 	15291 	1999 	['131']
	845289 	15291 	1998 	['131']
	919443 	30016 	1999 	['302']
	919443 	30016 	1998 	['302']
	887023 	29992 	1999 	['283']
	887023 	29992 	1998 	['283']
	864233 	22829 	1999 	['581']
	864233 	22829 	1998 	['581']
	93102 	9963 	1998 	['221']
	1035002 	15247 	1999 	['291']
	910057 	28937 	1999 	['283']
	910057 	28937 	1998 	['283']
	826675 	14403 	1999 	['679']
	826675 	14403 	1998 	['679']
	840264 	17762 	1999 	['602']
	840264 	17762 	1998 	['602']
	943061 	60835 	1999 	['874']
	943061 	60835 	1998 	['874']
	723188 	16790 	1999 	['602']
	723188 	16790 	1998 	['602']
	1045450 	65710 	1999 	['679']
	876523 	24430 	1999 	['593']
	876523 	24430 	1998 	['593']
	1011109 	66000 	1999 	['679']
	778438 	13431 	1999 	['131']
	778438 	13431 	1998 	['131']
	66382 	7401 	1999 	['252']
	66382 	7401 	1998 	['252']
	72162 	7658 	1999 	['281']
	778437 	13151 	1998 	['679']
	1011451 	62859 	1999 	['737']
	1011451 	62859 	1998 	['737']
	879933 	6180 	1999 	['331']
	879933 	6180 	1998 	['331']
	59478 	6730 	1999 	['283']
	59478 	6730 	1998 	['283']
	95052 	61763 	1999 	['284']
	95052 	61763 	1998 	['284']
	18072 	2803 	1999 	['492']
	18072 	2803 	1998 	['492']
	840007 	24500 	1999 	['602']
	840007 	24500 	1998 	['602']
	50341 	4764 	1999 	['602']
	50341 	4764 	1998 	['602']
	906107 	28733 	1999 	['679']
	906107 	28733 	1998 	['679']
	749935 	22729 	1999 	['382']
	749935 	22729 	1998 	['382']
	20212 	3028 	1999 	['794']
	20212 	3028 	1998 	['794']
	906473 	28624 	1999 	['371']
	906473 	28624 	1998 	['371']
	819220 	13782 	1999 	['275']
	819220 	13782 	1998 	['275']
	915735 	30847 	1999 	['357']
	915735 	30847 	1998 	['357']
	945436 	60992 	1999 	['367']
	945436 	60992 	1998 	['367']
	945434 	60990 	1999 	['602']
	945434 	60990 	1998 	['602']
	756502 	15159 	1999 	['737']
	756502 	15159 	1998 	['737']
	887151 	27765 	1999 	['384']
	887151 	27765 	1998 	['735']
	1000623 	61519 	1999 	['262']
	1000623 	61519 	1998 	['262']
	34115 	3087 	1998 	['563']
	872202 	24114 	1999 	['874']
	872202 	24114 	1998 	['874']
	944314 	60914 	1999 	['679']
	944314 	60914 	1998 	['679']
	1090012 	14934 	1999 	['131']
	1090012 	14934 	1998 	['131']
	713425 	1562 	1999 	['737']
	713425 	1562 	1998 	['737']
	1016933 	63518 	1999 	['602']
	1016933 	63518 	1998 	['602']
	865941 	29612 	1998 	['421']
	354950 	5680 	1999 	['521']
